,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
554,15481467,"Guests Love The Location, Best of Asheville At Our Doorstep","Location is key, and to get a homebase like this - the entire top floor with two bedrooms (two queen beds), family room with double sleeper sofa, one full private bathroom with deep tub/shower and kitchenette - makes Asheville all the more accessible and enjoyable.  My home is nestled in the historic Five Points and Montford neighborhoods. Zelda Fitzgerald, wife of writer F. Scott, died in fire at nearby Highland Hospital. Thomas Wolfe, O. Henry and other writers are buried at nearby Riverside Cemetery.  Asheville's historic downtown is just a few blocks away - a six-minute leisurely walk via sidewalks along the same street, Broadway, where the property resides.  Whether it's a long three-day weekend or an extended stay, make the most of your time while in Asheville by quickly getting the fridge stocked at Whole Foods or Trader Joe's, just a 90-second walk, then jumpstart your day with a cup of coffee from High Five, one minute away. End the day at Little Jumbo, a popular neighborhood ",Ralph,2013-10-02,99%,t,"Asheville, NC, United States",28801.0,35.59961,-82.55507,100.0,Entire home/apt,5,$295.00
555,15484732,Holly Hill Apartment,,Dottie,2016-10-12,100%,f,"Asheville, NC, United States",28806.0,35.62164,-82.64097,100.0,Entire home/apt,4,$90.00
556,15507809,Downtown Retreat in the heart of Asheville,"Our guest house is an 800 sq. ft. addition built onto a historic house that is used as an office right in the heart of downtown. The house is completely separate. Lots of natural light fills the space.  High ceilings and designer furniture and fixtures will make your stay feel deluxe and comfortable.  This is a 2 story space and the bathroom and bedrooms are all on the second floor (approximately 12 stairs). The master bedroom has a King bed and balcony.  The second bedroom is a smaller, cozy space that hosts a queen bed. Our space is perfect for couples who want a get-a-way, families with kids or friends/couples who are comfortable traveling together.  Both bedrooms also have space for a pack and play or toddler bed (but these are not provided). The home is approximately one block from Wicked Weed and The Orange Peel.",Emily,2016-08-11,,t,"Asheville, NC, United States",28801.0,35.59091,-82.55345,98.0,Entire home/apt,4,$250.00
557,15510852,Downtown hideaway! Walk everywhere!,Downtown  Walkability Comfortable Clean Coffee WiFi Netflix Fully stocked kitchen Fresh linens/towels Laundry on site Off street parking,Jonathan,2015-10-07,100%,t,"Asheville, NC, United States",28801.0,35.594120000000004,-82.55799,91.0,Entire home/apt,2,$115.00
558,15516714,"Clean, Artsy, Modern Smart Home!",,Michael,2015-05-04,,t,"Arden, NC, United States",28704.0,35.452940000000005,-82.50784,100.0,Private room,2,$45.00
559,15530268,Private apartment ~2 mi  from downtown Asheville,"I've deliberately kept this space bright, clean, and simple, with basic amenities such as tea and coffee service, a mini fridge and microwave, and dishes.  There is no formal kitchen, and no stove or big sink.  I also provide basic toiletries in case you forget your own.  There ARE curtains on the windows--they were installed after the photos were taken. Games, puzzles, & playing cards are available for non-screen time.  Should you need to connect to the internet, wireless is available.  Note that there is no television. Please come and go quietly and clean up after yourself. I ask that guests take shoes off upon arrival.",Micah,2015-10-28,100%,t,"Asheville, NC, United States",28804.0,35.6272,-82.5571,99.0,Entire home/apt,2,$95.00
560,15544670,Apt Close to Everything in Asheville- $1600/mo!!,"For our guests we have a fully equipped eat-in kitchen, a king size bed, tub & shower, large walk-in closet, ac, off-street parking, a work area and wireless internet & cable.",Dana,2016-10-17,100%,t,"Asheville, NC, United States",28806.0,35.57457,-82.56993,80.0,Entire home/apt,2,$54.00
561,15546661,The Snook Nook ~ A Mountain Retreat In Asheville,"This is brand new construction as of Fall of 2018.  Having hosted the Snook Nook for over a year in our downstairs apartment, we finished off half of our lower level specifically with Airbnb in mind.  We still have the old hits in a fridge, a Keurig (with pods), a microwave, a Roku with streaming service and free Netflix, and a brand new queen sized bed.  To that, we've added lots more space, a sofa bed in the living space, a dishwasher, sink, and hot plate (along with pots, pans, and dish ware) in the kitchen, and a Snook Nook Book Nook in the bedroom with it's own Nook-sized library.  We couldn't be more excited to reopen in the Nook!",Aaron,2015-07-09,98%,f,"Asheville, NC, United States",28805.0,35.62545,-82.48441,99.0,Entire home/apt,3,$75.00
562,15547377,"Willow Haven, near Asheville","Note:  As of May 8, Buncombe County is allowing short term rentals for leisure or vacation to guests who live within the 828 area code.  As before, stays of more than 29 days are allowed, as are stays of any length for essential reasons.  If you are considering renting, you should know that my wife, Sheryl, does the cleaning.  She has always been a clean freak, but now, with the COVID danger, she is being even more careful than usual - wiping down doorknobs, handles, switch plates, cabinet knobs, counters, tables, remotes, etc. with Clorox wipes, laundering sheets, pillow cases, and towels in hot water and bleach.  The cleaners she uses are the kind that kill ""99.9 percent of germs"".  Hard surface floors are steam mopped.  You won't be able to find any viruses hanging around this house!  Also, for your safety, we are temporarily not providing bedspreads. When you arrive, each bed will have freshly laundered sheets, pillowcases, and blankets (one on each bed and one extra for each bed).",Ed,2016-02-02,100%,t,"Arden, NC, United States",28704.0,35.46114,-82.5656,100.0,Entire home/apt,8,$160.00
563,15565423,"Clean, Artsy, Modern, Smart Home",,Michael,2015-05-04,,t,"Arden, NC, United States",28704.0,35.45304,-82.50577,98.0,Entire home/apt,4,$95.00
564,15568000,"Namaste Yurt, best of both worlds",,Simms,2015-12-11,82%,f,"Asheville, NC, United States",28805.0,35.60719,-82.48735,94.0,Entire home/apt,2,$115.00
565,15577790,New Guest House in West Asheville- It's A Retreat!,"DISCOUNT PRICING:  This is a luxury vacation unit that was rented out for approx. $140 a day when this was allowed to be a short-term rental. The daily rates reflect a 30-day minimum stay (required by the City of Asheville). For longer stays, see our discounted prices below:   3-4 months -  5% discount   5-6 months -  7% discount 7-11 months -  9% discount    12 months - 11% discount HOME FEATURES: •	Very Private in Quiet Neighborhood •	NEW! Clean! Bright! Professionally Decorated! •	1 Bedroom/Bath,  Kitchen, Living Area, Laundry •	Garage Parking - 1 car maximum •	Gourmet Kitchen •	Washer/Dryer •	Outdoor seating area •	FREE! Secure Internet •	FREE! Full Cable TV Service •	FREE! Utilities LOCATION! LOCATION! LIFESTYLE! You will experience tranquility and easy living in a private setting! Just a short walk to experience the Asheville Vibe! Live like the locals and become a part of this great eclectic community.  Easy access to Down Town! Biltmore Estates! Grove Park Inn! Hiking! Kayaking",Sharon,2013-12-09,83%,t,"Asheville, NC, United States",28806.0,35.57985,-82.5938,99.0,Entire home/apt,2,$55.00
566,15647883,West Nest on Haywood Road,"Our Airbnb is bright, remodeled and is professionally designed and decorated with antiques from Village Antiques in mid-century modern and Japanese styles. We paid extra special attention to our bed, since we personally really value staying in places with comfortable mattresses.  We will welcome you with a bottle of wine and we hope that you enjoy it on our patio with city and mountain views.",Mike,2016-10-05,98%,t,"Asheville, NC, United States",28806.0,35.577040000000004,-82.57828,99.0,Entire home/apt,2,$125.00
567,15653105,Traveler's Home. Monthly rates.,"This home is in nature, with trees and river, yet just 10 minutes to thriving downtown Asheville.  The living room has high ceilings and gas logs, open to dining room and kitchen, which is well equipped with kitchen tools.  You have your own shelves in the refrigerator and cabinets.  Your bedroom window and the front deck have views of the Swannanoa River.  The back patio has table and gas grill, private and serene green.",Amy,2015-10-19,100%,t,"Asheville, NC, United States",28805.0,35.60049,-82.4686,98.0,Private room,1,$40.00
568,15664695,Lovely lower level suite at the Blue Ridge Parkway,"The space is for you...all of it...We live upstairs and you might hear us from time to time...family of 5 but we are very considerate.  We love books and mountains!!  We live in the mountains and thus, our location is not flat...you can't play soccer in our front yard.   The driveway is uphill, the unit access is downhill.    We don't have an elevator.   However, you might see a bear.  Wave, and the bear will run off.",Angela With Darin And Ella,2016-10-24,100%,f,"Asheville, NC, United States",28803.0,35.56053,-82.48994,99.0,Entire home/apt,4,$49.00
569,15685101,"Private studio near downtown, Biltmore & breweries","Awesome, recently renovated, clean new space!  Private entrance and unit with it's own private driveway.  Spacious bedroom area with beautiful bamboo floors, full size memory foam bed, a couch, a table and chairs.  Wifi, a speaker that connects to your iPod or laptop, TV/DVD player with a Roku.  Book of DVD's available on request.  All brand new appliances - mini fridge with separate real freezer, microwave, toaster and coffee maker. It's a cozy space ready to refresh you for a busy day of hiking or exploring downtown's dining scene, breweries and music venues.",Sam,2014-06-01,99%,t,"Asheville, NC, United States",28803.0,35.57033,-82.52995,97.0,Entire home/apt,4,$99.00
570,15701324,Mtn Retreat 'Suite'  Dntwn 5 min  Private Entrance,"We are in a very lovely, secluded spot just minutes away from downtown and Biltmore Estates.  The quest bedroom is spacious and the adjacent separate living room space is also very large and comfy, opening onto a large covered deck overlooking the mountainside and fenced in yard.  Our guest area is on the first floor and we reside on the second.  There are 17 steps between the two seperate areas and their is a doggie door and heavy cutain at the bottom of the stairs.  By city regulations we are prohibited from placing a door at the bottom of the stairs.  We do not use the stairs or enter the privite guest area while guests are here. Hundreds of satisfied visititors  have left us positive reviews describing their  comfort with the amount of privacy this affords them. But if it is a concern please feel free to contact us with any questions you might have prior to booking.    Peace  Ken and Debby",Ken,2013-01-20,97%,f,"Asheville, NC, United States",28805.0,35.58024,-82.54321999999999,97.0,Private room,3,$95.00
